Marker_1,Marker_2,Marker_3,Marker_4,Marker_5,Marker_6,Marker_7,Marker_8,Marker_9,Marker_10,GT,MV,DS,GLAD,MACE,n_annotators,WSI,ano,split
2,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_20480_column_174080,Casos_P_B21_row_20480_column_174080,train
-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_20480_column_22528,Casos_P_B21_row_20480_column_22528,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_20480_column_86016,Casos_P_B21_row_20480_column_86016,train
0,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_20480_column_98304,Casos_P_B21_row_20480_column_98304,train
0,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_22528_column_159744,Casos_P_B21_row_22528_column_159744,train
-1,-1,0,-1,-1,0,2,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_22528_column_169984,Casos_P_B21_row_22528_column_169984,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_22528_column_86016,Casos_P_B21_row_22528_column_86016,train
-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_22528_column_88064,Casos_P_B21_row_22528_column_88064,train
-1,-1,0,-1,0,-1,2,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_22528_column_98304,Casos_P_B21_row_22528_column_98304,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_24576_column_169984,Casos_P_B21_row_24576_column_169984,train
-1,-1,-1,-1,-1,0,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_24576_column_8192,Casos_P_B21_row_24576_column_8192,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_24576_column_86016,Casos_P_B21_row_24576_column_86016,train
-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_26624_column_6144,Casos_P_B21_row_26624_column_6144,train
-1,1,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,Casos_P_B21_row_26624_column_8192,Casos_P_B21_row_26624_column_8192,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_28672_column_157696,Casos_P_B21_row_28672_column_157696,train
-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_28672_column_159744,Casos_P_B21_row_28672_column_159744,train
1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,Casos_P_B21_row_28672_column_169984,Casos_P_B21_row_28672_column_169984,train
-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_28672_column_18432,Casos_P_B21_row_28672_column_18432,train
0,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_28672_column_30720,Casos_P_B21_row_28672_column_30720,train
2,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,2,Casos_P_B21_row_28672_column_83968,Casos_P_B21_row_28672_column_83968,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_28672_column_86016,Casos_P_B21_row_28672_column_86016,train
3,-1,-1,-1,-1,-1,2,-1,-1,-1,3,3,2,3,3,2,Casos_P_B21_row_28672_column_96256,Casos_P_B21_row_28672_column_96256,train
0,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_30720_column_178176,Casos_P_B21_row_30720_column_178176,train
-1,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_30720_column_18432,Casos_P_B21_row_30720_column_18432,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_30720_column_4096,Casos_P_B21_row_30720_column_4096,train
-1,0,-1,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_30720_column_83968,Casos_P_B21_row_30720_column_83968,train
0,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_32768_column_102400,Casos_P_B21_row_32768_column_102400,train
-1,-1,-1,0,0,-1,3,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_32768_column_155648,Casos_P_B21_row_32768_column_155648,train
-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_32768_column_18432,Casos_P_B21_row_32768_column_18432,train
0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_32768_column_83968,Casos_P_B21_row_32768_column_83968,train
-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_34816_column_102400,Casos_P_B21_row_34816_column_102400,train
-1,-1,-1,-1,0,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_34816_column_153600,Casos_P_B21_row_34816_column_153600,train
-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_34816_column_16384,Casos_P_B21_row_34816_column_16384,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_34816_column_81920,Casos_P_B21_row_34816_column_81920,train
-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_34816_column_92160,Casos_P_B21_row_34816_column_92160,train
-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_36864_column_106496,Casos_P_B21_row_36864_column_106496,train
-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_36864_column_16384,Casos_P_B21_row_36864_column_16384,train
-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,1,0,0,0,2,Casos_P_B21_row_36864_column_77824,Casos_P_B21_row_36864_column_77824,train
2,1,0,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,0,3,Casos_P_B21_row_36864_column_79872,Casos_P_B21_row_36864_column_79872,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_36864_column_92160,Casos_P_B21_row_36864_column_92160,train
0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_38912_column_16384,Casos_P_B21_row_38912_column_16384,train
-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_38912_column_167936,Casos_P_B21_row_38912_column_167936,train
-1,0,-1,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_38912_column_4096,Casos_P_B21_row_38912_column_4096,train
-1,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_38912_column_77824,Casos_P_B21_row_38912_column_77824,train
0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_38912_column_92160,Casos_P_B21_row_38912_column_92160,train
-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,0,0,0,2,Casos_P_B21_row_40960_column_14336,Casos_P_B21_row_40960_column_14336,train
-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_40960_column_165888,Casos_P_B21_row_40960_column_165888,train
1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,3,Casos_P_B21_row_40960_column_4096,Casos_P_B21_row_40960_column_4096,train
-1,0,-1,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_43008_column_14336,Casos_P_B21_row_43008_column_14336,train
-1,-1,-1,-1,0,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_43008_column_4096,Casos_P_B21_row_43008_column_4096,train
-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_43008_column_90112,Casos_P_B21_row_43008_column_90112,train
-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_43008_column_92160,Casos_P_B21_row_43008_column_92160,train
0,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_45056_column_14336,Casos_P_B21_row_45056_column_14336,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_45056_column_153600,Casos_P_B21_row_45056_column_153600,train
-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_45056_column_165888,Casos_P_B21_row_45056_column_165888,train
-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_45056_column_77824,Casos_P_B21_row_45056_column_77824,train
0,-1,-1,-1,-1,-1,3,-1,-1,-1,3,3,0,0,0,2,Casos_P_B21_row_45056_column_90112,Casos_P_B21_row_45056_column_90112,train
-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,1,0,0,0,2,Casos_P_B21_row_47104_column_165888,Casos_P_B21_row_47104_column_165888,train
-1,-1,-1,0,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_47104_column_6144,Casos_P_B21_row_47104_column_6144,train
0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_47104_column_90112,Casos_P_B21_row_47104_column_90112,train
1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_49152_column_155648,Casos_P_B21_row_49152_column_155648,train
0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_49152_column_165888,Casos_P_B21_row_49152_column_165888,train
0,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_49152_column_88064,Casos_P_B21_row_49152_column_88064,train
1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,0,0,2,Casos_P_B21_row_49152_column_90112,Casos_P_B21_row_49152_column_90112,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_51200_column_12288,Casos_P_B21_row_51200_column_12288,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_51200_column_77824,Casos_P_B21_row_51200_column_77824,train
-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_51200_column_90112,Casos_P_B21_row_51200_column_90112,train
-1,-1,-1,0,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_53248_column_12288,Casos_P_B21_row_53248_column_12288,train
-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_53248_column_165888,Casos_P_B21_row_53248_column_165888,train
0,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_53248_column_6144,Casos_P_B21_row_53248_column_6144,train
0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_53248_column_8192,Casos_P_B21_row_53248_column_8192,train
-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_55296_column_10240,Casos_P_B21_row_55296_column_10240,train
-1,0,-1,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_55296_column_12288,Casos_P_B21_row_55296_column_12288,train
-1,-1,-1,-1,-1,0,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_55296_column_79872,Casos_P_B21_row_55296_column_79872,train
-1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_55296_column_8192,Casos_P_B21_row_55296_column_8192,train
-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_55296_column_81920,Casos_P_B21_row_55296_column_81920,train
1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,0,0,0,2,Casos_P_B21_row_55296_column_88064,Casos_P_B21_row_55296_column_88064,train
-1,-1,-1,0,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_55296_column_90112,Casos_P_B21_row_55296_column_90112,train
-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_57344_column_10240,Casos_P_B21_row_57344_column_10240,train
2,-1,-1,-1,0,-1,-1,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_57344_column_157696,Casos_P_B21_row_57344_column_157696,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_57344_column_178176,Casos_P_B21_row_57344_column_178176,train
-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_57344_column_88064,Casos_P_B21_row_57344_column_88064,train
-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_59392_column_100352,Casos_P_B21_row_59392_column_100352,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_59392_column_159744,Casos_P_B21_row_59392_column_159744,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B21_row_59392_column_88064,Casos_P_B21_row_59392_column_88064,train
-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_61440_column_161792,Casos_P_B21_row_61440_column_161792,train
2,0,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,0,2,2,Casos_P_B21_row_61440_column_165888,Casos_P_B21_row_61440_column_165888,train
0,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_61440_column_81920,Casos_P_B21_row_61440_column_81920,train
0,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B21_row_61440_column_83968,Casos_P_B21_row_61440_column_83968,train
-1,-1,-1,-1,-1,1,2,-1,-1,-1,2,2,1,1,1,2,Casos_P_B21_row_6144_column_14336,Casos_P_B21_row_6144_column_14336,train
-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_63488_column_176128,Casos_P_B21_row_63488_column_176128,train
0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_65536_column_174080,Casos_P_B21_row_65536_column_174080,train
0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B21_row_65536_column_98304,Casos_P_B21_row_65536_column_98304,train
-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_36864_column_145408,Casos_P_B24_row_36864_column_145408,train
-1,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_38912_column_96256,Casos_P_B24_row_38912_column_96256,train
-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_40960_column_145408,Casos_P_B24_row_40960_column_145408,train
-1,-1,0,-1,-1,0,3,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_43008_column_153600,Casos_P_B24_row_43008_column_153600,train
1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,2,Casos_P_B24_row_43008_column_155648,Casos_P_B24_row_43008_column_155648,train
-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_45056_column_22528,Casos_P_B24_row_45056_column_22528,train
-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_45056_column_81920,Casos_P_B24_row_45056_column_81920,train
2,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_45056_column_94208,Casos_P_B24_row_45056_column_94208,train
2,-1,-1,-1,-1,0,-1,-1,-1,-1,2,2,0,0,0,2,Casos_P_B24_row_47104_column_153600,Casos_P_B24_row_47104_column_153600,train
-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,2,Casos_P_B24_row_49152_column_151552,Casos_P_B24_row_49152_column_151552,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_49152_column_153600,Casos_P_B24_row_49152_column_153600,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_49152_column_30720,Casos_P_B24_row_49152_column_30720,train
0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_49152_column_81920,Casos_P_B24_row_49152_column_81920,train
0,-1,-1,0,-1,-1,3,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_51200_column_30720,Casos_P_B24_row_51200_column_30720,train
0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_51200_column_90112,Casos_P_B24_row_51200_column_90112,train
2,-1,-1,0,-1,-1,-1,-1,-1,-1,2,2,0,0,0,2,Casos_P_B24_row_53248_column_141312,Casos_P_B24_row_53248_column_141312,train
-1,2,-1,-1,-1,0,-1,-1,-1,-1,2,2,0,0,0,2,Casos_P_B24_row_53248_column_143360,Casos_P_B24_row_53248_column_143360,train
0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_53248_column_149504,Casos_P_B24_row_53248_column_149504,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B24_row_53248_column_18432,Casos_P_B24_row_53248_column_18432,train
-1,2,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_55296_column_149504,Casos_P_B24_row_55296_column_149504,train
0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_55296_column_151552,Casos_P_B24_row_55296_column_151552,train
-1,-1,-1,0,3,-1,-1,-1,-1,-1,3,3,3,3,0,2,Casos_P_B24_row_55296_column_16384,Casos_P_B24_row_55296_column_16384,train
-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_55296_column_18432,Casos_P_B24_row_55296_column_18432,train
0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_57344_column_151552,Casos_P_B24_row_57344_column_151552,train
2,-1,-1,0,-1,-1,-1,-1,-1,-1,2,2,0,0,0,2,Casos_P_B24_row_57344_column_77824,Casos_P_B24_row_57344_column_77824,train
-1,-1,-1,-1,0,-1,3,-1,-1,-1,3,3,0,0,0,2,Casos_P_B24_row_57344_column_88064,Casos_P_B24_row_57344_column_88064,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_59392_column_18432,Casos_P_B24_row_59392_column_18432,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B24_row_59392_column_75776,Casos_P_B24_row_59392_column_75776,train
-1,-1,-1,-1,0,0,2,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_59392_column_77824,Casos_P_B24_row_59392_column_77824,train
0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_59392_column_86016,Casos_P_B24_row_59392_column_86016,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_59392_column_88064,Casos_P_B24_row_59392_column_88064,train
-1,0,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_61440_column_143360,Casos_P_B24_row_61440_column_143360,train
-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_61440_column_18432,Casos_P_B24_row_61440_column_18432,train
-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_61440_column_24576,Casos_P_B24_row_61440_column_24576,train
-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_61440_column_77824,Casos_P_B24_row_61440_column_77824,train
-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_61440_column_83968,Casos_P_B24_row_61440_column_83968,train
0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_63488_column_141312,Casos_P_B24_row_63488_column_141312,train
-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_63488_column_83968,Casos_P_B24_row_63488_column_83968,train
-1,-1,-1,-1,0,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B24_row_65536_column_139264,Casos_P_B24_row_65536_column_139264,train
0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_65536_column_149504,Casos_P_B24_row_65536_column_149504,train
-1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,0,2,Casos_P_B24_row_65536_column_16384,Casos_P_B24_row_65536_column_16384,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_65536_column_83968,Casos_P_B24_row_65536_column_83968,train
-1,-1,-1,0,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B24_row_67584_column_12288,Casos_P_B24_row_67584_column_12288,train
2,-1,-1,-1,0,-1,2,-1,-1,-1,2,2,0,2,0,3,Casos_P_B24_row_67584_column_139264,Casos_P_B24_row_67584_column_139264,train
-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,0,0,0,2,Casos_P_B24_row_67584_column_141312,Casos_P_B24_row_67584_column_141312,train
-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_67584_column_149504,Casos_P_B24_row_67584_column_149504,train
0,2,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_67584_column_16384,Casos_P_B24_row_67584_column_16384,train
-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_67584_column_20480,Casos_P_B24_row_67584_column_20480,train
-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_69632_column_135168,Casos_P_B24_row_69632_column_135168,train
-1,0,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_69632_column_75776,Casos_P_B24_row_69632_column_75776,train
0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_69632_column_81920,Casos_P_B24_row_69632_column_81920,train
0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_69632_column_83968,Casos_P_B24_row_69632_column_83968,train
2,2,-1,-1,-1,0,-1,-1,-1,-1,2,2,2,2,2,3,Casos_P_B24_row_71680_column_147456,Casos_P_B24_row_71680_column_147456,train
-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_71680_column_71680,Casos_P_B24_row_71680_column_71680,train
-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_73728_column_143360,Casos_P_B24_row_73728_column_143360,train
-1,-1,-1,-1,-1,0,3,-1,-1,-1,3,3,0,0,0,2,Casos_P_B24_row_73728_column_67584,Casos_P_B24_row_73728_column_67584,train
-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_75776_column_10240,Casos_P_B24_row_75776_column_10240,train
-1,-1,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_75776_column_12288,Casos_P_B24_row_75776_column_12288,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_75776_column_141312,Casos_P_B24_row_75776_column_141312,train
1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,0,0,0,2,Casos_P_B24_row_75776_column_14336,Casos_P_B24_row_75776_column_14336,train
-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_75776_column_143360,Casos_P_B24_row_75776_column_143360,train
-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,0,1,1,2,Casos_P_B24_row_75776_column_159744,Casos_P_B24_row_75776_column_159744,train
-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,2,Casos_P_B24_row_75776_column_26624,Casos_P_B24_row_75776_column_26624,train
-1,-1,-1,0,0,-1,2,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_75776_column_65536,Casos_P_B24_row_75776_column_65536,train
-1,0,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_75776_column_79872,Casos_P_B24_row_75776_column_79872,train
0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_77824_column_141312,Casos_P_B24_row_77824_column_141312,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_77824_column_157696,Casos_P_B24_row_77824_column_157696,train
-1,0,-1,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,Casos_P_B24_row_77824_column_63488,Casos_P_B24_row_77824_column_63488,train
2,-1,-1,0,-1,-1,2,-1,-1,-1,2,2,0,2,0,3,Casos_P_B24_row_77824_column_77824,Casos_P_B24_row_77824_column_77824,train
-1,-1,1,-1,-1,0,1,-1,-1,-1,1,1,1,1,1,3,Casos_P_B24_row_79872_column_24576,Casos_P_B24_row_79872_column_24576,train
-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_79872_column_75776,Casos_P_B24_row_79872_column_75776,train
1,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_81920_column_153600,Casos_P_B24_row_81920_column_153600,train
2,-1,-1,0,-1,-1,-1,-1,-1,-1,2,2,0,0,0,2,Casos_P_B24_row_81920_column_18432,Casos_P_B24_row_81920_column_18432,train
-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_83968_column_16384,Casos_P_B24_row_83968_column_16384,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_86016_column_10240,Casos_P_B24_row_86016_column_10240,train
2,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_86016_column_12288,Casos_P_B24_row_86016_column_12288,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_86016_column_86016,Casos_P_B24_row_86016_column_86016,train
0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_88064_column_145408,Casos_P_B24_row_88064_column_145408,train
-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_88064_column_83968,Casos_P_B24_row_88064_column_83968,train
0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,Casos_P_B24_row_88064_column_86016,Casos_P_B24_row_88064_column_86016,train
1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,Casos_P_B24_row_90112_column_81920,Casos_P_B24_row_90112_column_81920,train
